parroquia,canton,cultivo,ssp,horizonte,aptitud_rf,superficie_ha,deficit_mm,dias_estres,cdd_max,estado_peligro_deficit,estado_peligro_termico,estado_peligro_sequia,estado_exposicion,estado_vulnerabilidad,prob_riesgo_bajo,prob_riesgo_medio,prob_riesgo_alto,indice_riesgo
APUELA,COTACACHI,papa,ssp585,2041-2060,0.6130,0.3700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,papa,ssp585,2041-2060,0.2546,0.0500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,papa,ssp585,2041-2060,0.6305,4.4900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PENAHERRERA,COTACACHI,papa,ssp585,2041-2060,0.4373,0.3200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PLAZA GUTIERREZ,COTACACHI,papa,ssp585,2041-2060,0.6338,0.4700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,papa,ssp585,2041-2060,0.6484,0.9700,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,papa,ssp585,2041-2060,0.3897,3.8500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Alta,0.0910,0.3290,0.5800,0.7445
VACAS GALINDO,COTACACHI,papa,ssp585,2041-2060,0.4373,0.0500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
OTAVALO,OTAVALO,papa,ssp585,2041-2060,0.6391,45.9200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
DR. MIGUEL EGAS CABEZAS,OTAVALO,papa,ssp585,2041-2060,0.6391,8.1900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
EUGENIO ESPEJO,OTAVALO,papa,ssp585,2041-2060,0.6344,21.2300,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
GONZALEZ SUAREZ,OTAVALO,papa,ssp585,2041-2060,0.6432,67.2900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PATAQUI,OTAVALO,papa,ssp585,2041-2060,0.6309,5.5200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN JOSE DE QUICHINCHE,OTAVALO,papa,ssp585,2041-2060,0.6308,12.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN JUAN DE ILUMAN,OTAVALO,papa,ssp585,2041-2060,0.6391,0.7500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,papa,ssp585,2041-2060,0.6212,120.4200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN RAFAEL,OTAVALO,papa,ssp585,2041-2060,0.6344,37.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SELVA ALEGRE,OTAVALO,papa,ssp585,2041-2060,0.4713,0.5100,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PIMAMPIRO,PIMAMPIRO,papa,ssp585,2041-2060,0.6440,10.1900,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CHUGA,PIMAMPIRO,papa,ssp585,2041-2060,0.6594,0.7400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,papa,ssp585,2041-2060,0.6884,52.6000,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,papa,ssp585,2041-2060,0.5990,11.3600,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
URCUQUI,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.5271,5.2400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
CAHUASQUI,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.6260,1.9200,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.4097,0.5400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.6084,4.9500,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN BLAS,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.6084,3.2100,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
TUMBABIRO,SAN MIGUEL DE URCUQUI,papa,ssp585,2041-2060,0.6084,5.0400,-127.6327,74.4100,2134080000000000.0000,Bajo,Alto,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
SAN MIGUEL DE IBARRA,IBARRA,maiz,ssp585,2041-2060,0.7066,851.8500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,maiz,ssp585,2041-2060,0.6686,70.8700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,maiz,ssp585,2041-2060,0.7264,133.1000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,maiz,ssp585,2041-2060,0.6152,0.2900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,maiz,ssp585,2041-2060,0.7176,166.3000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
LITA,IBARRA,maiz,ssp585,2041-2060,0.4666,1221.0000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
SALINAS,IBARRA,maiz,ssp585,2041-2060,0.7042,45.4700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ANTONIO,IBARRA,maiz,ssp585,2041-2060,0.6928,132.4300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
ATUNTAQUI,ANTONIO ANTE,maiz,ssp585,2041-2060,0.7336,75.4900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
IMBAYA,ANTONIO ANTE,maiz,ssp585,2041-2060,0.6928,57.6900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,maiz,ssp585,2041-2060,0.6928,38.2400,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,maiz,ssp585,2041-2060,0.6928,25.0600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,maiz,ssp585,2041-2060,0.7338,88.5400,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,maiz,ssp585,2041-2060,0.7336,255.3300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,maiz,ssp585,2041-2060,0.7759,164.1200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,maiz,ssp585,2041-2060,0.5213,266.2100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,maiz,ssp585,2041-2060,0.7536,208.5200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PENAHERRERA,COTACACHI,maiz,ssp585,2041-2060,0.6939,163.4700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PLAZA GUTIERREZ,COTACACHI,maiz,ssp585,2041-2060,0.7780,89.9900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
QUIROGA,COTACACHI,maiz,ssp585,2041-2060,0.7497,89.9200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,maiz,ssp585,2041-2060,0.7086,310.9500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,maiz,ssp585,2041-2060,0.6939,109.2500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
OTAVALO,OTAVALO,maiz,ssp585,2041-2060,0.7338,325.6100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
DR. MIGUEL EGAS CABEZAS,OTAVALO,maiz,ssp585,2041-2060,0.7338,76.4100,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
EUGENIO ESPEJO,OTAVALO,maiz,ssp585,2041-2060,0.7377,130.1500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
GONZALEZ SUAREZ,OTAVALO,maiz,ssp585,2041-2060,0.7428,136.4600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
PATAQUI,OTAVALO,maiz,ssp585,2041-2060,0.7416,31.2300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,maiz,ssp585,2041-2060,0.7646,134.2300,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JUAN DE ILUMAN,OTAVALO,maiz,ssp585,2041-2060,0.7338,99.1500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN PABLO,OTAVALO,maiz,ssp585,2041-2060,0.7176,460.8500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN RAFAEL,OTAVALO,maiz,ssp585,2041-2060,0.7377,183.0800,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SELVA ALEGRE,OTAVALO,maiz,ssp585,2041-2060,0.6667,76.8600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
PIMAMPIRO,PIMAMPIRO,maiz,ssp585,2041-2060,0.7001,65.1200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
CHUGA,PIMAMPIRO,maiz,ssp585,2041-2060,0.6765,3.0200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,maiz,ssp585,2041-2060,0.7238,80.5200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,maiz,ssp585,2041-2060,0.6829,0.0500,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.6762,146.1900,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
CAHUASQUI,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.7498,2.1700,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.6489,945.6000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
PABLO ARENAS,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.7224,81.8000,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.7224,47.3600,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,maiz,ssp585,2041-2060,0.7224,91.4200,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,frejol,ssp585,2041-2060,0.8354,199.1900,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
AMBUQUI,IBARRA,frejol,ssp585,2041-2060,0.8287,75.1200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
ANGOCHAGUA,IBARRA,frejol,ssp585,2041-2060,0.8361,23.7600,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LA CAROLINA,IBARRA,frejol,ssp585,2041-2060,0.5636,31.0200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Media,0.2020,0.4430,0.3550,0.5765
LA ESPERANZA,IBARRA,frejol,ssp585,2041-2060,0.8454,28.0000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,frejol,ssp585,2041-2060,0.5568,8.8500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SALINAS,IBARRA,frejol,ssp585,2041-2060,0.8353,157.5300,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN ANTONIO,IBARRA,frejol,ssp585,2041-2060,0.8365,57.4200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,frejol,ssp585,2041-2060,0.8375,40.8100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,frejol,ssp585,2041-2060,0.8365,8.5000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,frejol,ssp585,2041-2060,0.8365,21.5400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,frejol,ssp585,2041-2060,0.8365,2.1000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN ROQUE,ANTONIO ANTE,frejol,ssp585,2041-2060,0.8437,57.1000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,frejol,ssp585,2041-2060,0.8375,181.0400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
APUELA,COTACACHI,frejol,ssp585,2041-2060,0.8005,119.9800,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
GARCIA MORENO,COTACACHI,frejol,ssp585,2041-2060,0.6149,152.0300,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Media,0.0910,0.3290,0.5800,0.7445
IMANTAG,COTACACHI,frejol,ssp585,2041-2060,0.8399,10.3400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PENAHERRERA,COTACACHI,frejol,ssp585,2041-2060,0.7392,123.0400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PLAZA GUTIERREZ,COTACACHI,frejol,ssp585,2041-2060,0.8330,94.8400,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
QUIROGA,COTACACHI,frejol,ssp585,2041-2060,0.8537,64.0500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SEIS DE JULIO DE CUELLAJE,COTACACHI,frejol,ssp585,2041-2060,0.7111,68.3200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
VACAS GALINDO,COTACACHI,frejol,ssp585,2041-2060,0.7392,83.3800,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
OTAVALO,OTAVALO,frejol,ssp585,2041-2060,0.8437,42.4100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
DR. MIGUEL EGAS CABEZAS,OTAVALO,frejol,ssp585,2041-2060,0.8437,21.7700,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
EUGENIO ESPEJO,OTAVALO,frejol,ssp585,2041-2060,0.8359,0.4100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
GONZALEZ SUAREZ,OTAVALO,frejol,ssp585,2041-2060,0.8391,0.1100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
PATAQUI,OTAVALO,frejol,ssp585,2041-2060,0.8500,0.2900,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN JOSE DE QUICHINCHE,OTAVALO,frejol,ssp585,2041-2060,0.8468,286.5000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN JUAN DE ILUMAN,OTAVALO,frejol,ssp585,2041-2060,0.8437,64.7900,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
SAN PABLO,OTAVALO,frejol,ssp585,2041-2060,0.8454,1.4600,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SAN RAFAEL,OTAVALO,frejol,ssp585,2041-2060,0.8359,0.0500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
SELVA ALEGRE,OTAVALO,frejol,ssp585,2041-2060,0.7451,119.8000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
PIMAMPIRO,PIMAMPIRO,frejol,ssp585,2041-2060,0.8161,73.0100,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Alta,Baja,0.1780,0.3770,0.4450,0.6335
CHUGA,PIMAMPIRO,frejol,ssp585,2041-2060,0.6456,4.4600,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
MARIANO ACOSTA,PIMAMPIRO,frejol,ssp585,2041-2060,0.7849,15.7200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE SIGSIPAMBA,PIMAMPIRO,frejol,ssp585,2041-2060,0.6842,0.0700,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
URCUQUI,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.8376,27.2200,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
CAHUASQUI,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.8457,0.6000,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA MERCED DE BUENOS AIRES,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.6104,4.0500,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
PABLO ARENAS,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.8367,22.8700,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN BLAS,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.8367,5.6700,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
TUMBABIRO,SAN MIGUEL DE URCUQUI,frejol,ssp585,2041-2060,0.8367,17.6900,-127.6327,0.1400,2134080000000000.0000,Bajo,Bajo,Alto,Media,Baja,0.3950,0.4200,0.1850,0.3950
SAN MIGUEL DE IBARRA,IBARRA,quinua,ssp585,2041-2060,0.6666,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
AMBUQUI,IBARRA,quinua,ssp585,2041-2060,0.6558,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ANGOCHAGUA,IBARRA,quinua,ssp585,2041-2060,0.7065,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
LA CAROLINA,IBARRA,quinua,ssp585,2041-2060,0.4344,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LA ESPERANZA,IBARRA,quinua,ssp585,2041-2060,0.6864,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
LITA,IBARRA,quinua,ssp585,2041-2060,0.1552,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
SALINAS,IBARRA,quinua,ssp585,2041-2060,0.6660,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ANTONIO,IBARRA,quinua,ssp585,2041-2060,0.6570,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
ATUNTAQUI,ANTONIO ANTE,quinua,ssp585,2041-2060,0.6784,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
IMBAYA,ANTONIO ANTE,quinua,ssp585,2041-2060,0.6570,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN FRANCISCO DE NATABUELA,ANTONIO ANTE,quinua,ssp585,2041-2060,0.6570,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN JOSE DE CHALTURA,ANTONIO ANTE,quinua,ssp585,2041-2060,0.6570,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
SAN ROQUE,ANTONIO ANTE,quinua,ssp585,2041-2060,0.6972,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
COTACACHI,COTACACHI,quinua,ssp585,2041-2060,0.6784,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
APUELA,COTACACHI,quinua,ssp585,2041-2060,0.6891,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Media,0.3950,0.4200,0.1850,0.3950
GARCIA MORENO,COTACACHI,quinua,ssp585,2041-2060,0.3434,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Alta,0.1780,0.3770,0.4450,0.6335
IMANTAG,COTACACHI,quinua,ssp585,2041-2060,0.7058,0.4372,-127.6327,0.0000,2134080000000000.0000,Bajo,Bajo,Alto,Baja,Baja,0.6500,0.2700,0.0800,0.2150
